t,pred,prey,prey2,grass,grass2
10780,7,68,33,60,67
10790,7,69,34,62,67
10800,7,70,34,63,65
10810,8,72,35,56,63
10820,8,72,38,62,59
10830,8,74,37,66,61
10840,8,76,36,72,59
10850,8,75,37,76,57
10860,8,77,37,71,59
10870,8,78,37,67,58
10880,8,79,38,73,56
10890,10,79,39,76,57
10900,10,79,41,70,61
10910,10,81,40,65,63
10920,10,79,39,57,64
10930,10,79,40,55,62
10940,10,79,41,50,64
10950,11,80,41,48,63
10960,11,79,41,50,64
10970,11,82,40,48,62
10980,11,80,41,49,61
10990,11,78,44,54,63
11000,12,77,44,55,68
11010,12,76,44,60,65
11020,12,76,45,55,67
11030,12,78,45,57,69
11040,12,78,46,64,68
11050,12,76,46,63,72
11060,12,73,45,60,75
11070,12,73,45,66,75
11080,12,73,46,68,74
11090,12,71,45,72,74
11100,12,72,46,81,77
11110,12,71,47,85,75
11120,12,72,48,86,77
11130,12,73,48,88,78
11140,12,72,49,86,74
11150,12,72,50,88,73
11160,12,71,50,83,68
11170,12,70,49,84,67
11180,12,70,50,86,66
11190,12,70,50,89,63
11200,12,68,52,89,63
11210,12,66,52,89,58
11220,12,63,50,89,55
11230,12,63,52,89,53
11240,12,64,52,93,46
11250,12,65,53,91,45
11260,12,65,53,84,47
11270,12,66,53,82,50
11280,13,66,54,78,51
11290,14,67,53,81,56
11300,15,66,53,85,60
11310,16,66,53,90,67
11320,16,64,54,91,69
11330,16,62,54,91,70
11340,17,62,55,96,68
11350,17,61,55,98,70
11360,18,61,54,95,76
11370,18,60,55,90,80
11380,18,59,56,90,82
11390,18,59,57,91,86
11400,20,59,54,95,84
11410,20,57,54,100,81
11420,20,56,54,103,79
11430,20,59,53,100,73
11440,20,61,53,100,75
11450,20,62,52,100,71
11460,20,63,51,98,71
11470,20,60,52,96,74
11480,21,57,52,93,72
11490,21,54,53,89,71
11500,21,53,52,90,68
11510,21,52,51,90,67
11520,21,51,50,89,72
11530,21,52,50,88,74
11540,21,50,49,93,76
11550,21,48,49,91,73
11560,21,43,49,92,77
11570,21,43,48,89,82
11580,23,44,50,89,85
11590,23,45,50,91,83
11600,23,44,50,83,81
11610,23,45,52,80,83
11620,23,45,53,84,80
11630,23,46,53,87,79
11640,23,43,53,87,80
11650,22,44,52,87,83
11660,23,43,52,87,79
11670,23,43,52,90,80
11680,23,41,52,93,81
11690,23,41,52,93,81
11700,23,41,51,102,86
11710,23,40,51,102,86
11720,23,40,45,104,84
11730,23,40,45,106,85
11740,23,40,44,105,85
11750,23,36,42,111,91
11760,23,36,41,117,89
11770,24,33,39,118,88
11780,24,34,39,120,90
11790,25,34,39,124,90
11800,25,33,39,122,93
11810,26,32,38,121,97
11820,26,31,39,123,98
11830,25,30,39,124,96
11840,25,30,39,124,99
11850,24,33,39,122,98
11860,25,30,38,125,93
11870,26,30,37,120,95
11880,26,30,36,119,94
11890,26,29,35,121,95
11900,26,25,33,122,91
11910,26,25,29,123,95
11920,29,26,25,127,96
11930,30,26,24,134,96
11940,30,27,22,136,95
11950,30,28,22,131,93
11960,30,28,22,130,91
11970,31,29,21,129,93
11980,31,31,21,130,96
11990,31,31,21,130,99
12000,30,31,20,131,100
12010,29,31,18,133,102
12020,30,31,16,135,101
12030,30,33,15,137,103
12040,30,33,15,135,106
12050,30,33,14,135,109
12060,30,33,15,133,108
12070,30,34,15,133,108
12080,30,34,15,129,108
12090,30,32,12,129,111
12100,29,31,9,130,111
12110,29,30,8,131,113
12120,29,31,8,130,113
12130,30,28,8,136,115
12140,30,28,6,139,115
12150,30,28,6,141,115
12160,30,26,7,137,117
12170,30,24,7,139,120
12180,30,22,8,141,122
12190,29,22,8,141,124
12200,28,24,7,142,124
12210,28,24,7,142,126
12220,29,23,7,143,129
12230,29,23,7,149,127
12240,29,23,6,151,127
12250,29,22,7,149,128
12260,29,23,7,152,128
12270,29,22,7,156,128
12280,29,18,6,155,125
12290,29,16,5,158,125
12300,30,14,5,159,127
12310,29,14,5,161,128
12320,28,14,5,161,128
12330,28,15,5,160,126
12340,25,16,4,165,125
12350,24,17,4,163,126
12360,23,17,4,164,126
12370,22,17,5,160,125
12380,20,16,5,153,125
12390,20,17,5,154,127
12400,20,18,5,158,125
12410,20,18,5,154,129
12420,20,17,6,154,128
12430,20,16,5,156,126
12440,20,16,5,154,125
12450,20,17,5,153,124
12460,20,18,4,152,127
12470,20,17,4,150,127
12480,20,17,4,149,130
12490,20,17,5,141,130
12500,21,17,5,142,128
12510,20,16,5,140,129
12520,20,14,6,137,127
12530,20,13,6,140,127
12540,20,13,5,139,125
12550,20,13,6,142,125
12560,18,13,6,146,124
12570,17,13,6,144,124
12580,17,12,6,142,124
12590,17,12,6,146,122
12600,17,11,6,148,122
12610,17,12,6,150,124
12620,17,13,6,152,123
12630,17,13,6,153,121
12640,16,13,6,155,120
12650,16,13,8,153,119
12660,16,13,8,151,117
12670,16,12,8,157,119
12680,15,12,8,154,120
12690,15,13,8,156,116
12700,15,13,8,156,118
12710,14,12,10,158,119
12720,13,12,10,161,119
12730,12,12,10,161,117
12740,12,13,11,160,119
12750,12,13,11,160,117
12760,12,13,10,159,117
12770,11,13,10,160,118
12780,10,13,11,156,119
12790,10,13,11,153,118
12800,10,14,11,148,122
12810,9,14,10,150,122
12820,9,16,10,151,120
12830,9,15,10,151,120
12840,9,16,10,153,124
12850,9,17,11,153,124
12860,8,17,11,153,125
12870,8,17,11,150,125
12880,7,17,11,151,127
12890,6,17,12,148,125
12900,6,17,12,145,124
12910,6,17,12,141,124
12920,6,17,13,139,121
12930,7,18,12,133,119
12940,7,20,12,134,121
12950,7,21,12,134,121
12960,7,23,13,134,119
12970,7,24,13,129,118
12980,6,24,14,132,113
12990,6,23,14,131,114
13000,6,23,14,126,114
13010,6,24,16,125,111
13020,6,24,17,122,108
13030,6,24,17,116,106
13040,6,25,19,114,107
13050,7,27,19,110,104
13060,7,27,20,107,102
13070,6,26,20,102,102
13080,6,26,21,105,102
13090,6,26,22,102,101
13100,6,26,23,100,95
13110,6,28,23,103,93
13120,6,30,24,104,89
13130,6,32,25,103,90
13140,6,32,25,102,88
13150,6,32,24,101,83
13160,6,32,25,94,83
13170,6,32,25,90,87
13180,6,34,25,93,86
13190,6,30,26,85,84
13200,6,28,26,88,79
13210,7,28,28,94,80
13220,7,29,28,97,76
13230,7,28,27,101,79
13240,6,29,28,106,77
13250,6,29,28,108,79
13260,6,29,28,106,81
13270,6,29,28,109,79
13280,6,31,28,109,78
13290,6,31,30,110,75
13300,6,31,31,108,80
13310,6,32,31,105,80
13320,6,32,31,105,78
13330,6,32,31,104,80
13340,6,33,31,112,77
13350,6,33,31,112,83
13360,7,33,34,108,78
13370,7,33,34,113,81
13380,8,33,34,108,85
13390,8,34,36,106,85
13400,8,35,36,105,87
13410,8,34,38,104,88
13420,8,34,37,101,91
13430,8,33,36,96,89
13440,8,33,37,100,87
13450,8,35,37,102,88
13460,8,36,39,106,86
13470,9,38,40,105,81
13480,9,39,41,103,77
13490,9,41,39,105,76
13500,10,42,39,104,70
13510,10,42,40,103,70
13520,10,43,41,96,71
13530,10,43,39,91,69
13540,10,45,40,87,65
13550,11,45,40,84,62
13560,11,47,40,82,59
13570,10,45,42,84,59
13580,10,45,42,86,57
13590,10,46,42,82,59
13600,10,50,44,80,59
13610,10,51,45,82,61
13620,10,51,44,79,68
13630,10,50,44,80,71
13640,11,50,44,80,75
13650,11,51,45,86,75
13660,11,50,45,89,75
13670,11,49,45,87,70
13680,11,50,44,88,73
13690,11,50,44,92,77
13700,11,50,45,92,75
13710,11,52,48,96,72
13720,11,51,49,95,70
13730,11,54,49,91,74
13740,11,53,49,94,77
13750,11,54,49,91,74
13760,11,54,49,85,75
13770,11,53,49,79,70
13780,11,59,48,75,65
13790,11,60,49,72,66
13800,11,60,48,68,68
13810,11,60,48,65,67
13820,11,58,47,64,70
13830,11,57,47,58,62
13840,11,57,46,56,60
13850,11,57,48,60,59
13860,11,57,49,60,63
13870,11,56,48,63,64
13880,12,58,51,67,59
13890,12,58,50,67,57
13900,11,60,50,72,55
13910,10,59,50,69,55
13920,10,57,48,63,59
13930,11,59,49,60,63
13940,12,60,51,61,60
13950,12,62,53,68,58
13960,12,63,53,69,59
13970,12,64,53,74,62
13980,11,65,54,77,68
13990,11,64,54,74,67
14000,11,64,55,73,69
14010,11,62,56,79,69
14020,12,62,56,78,67
14030,12,61,56,79,71
14040,12,62,58,76,72
14050,13,62,60,71,70
14060,13,61,61,71,70
14070,13,60,61,66,65
14080,13,59,62,67,66
14090,13,58,63,70,65
14100,13,59,63,75,66
14110,13,59,65,78,71
14120,13,59,66,81,68
14130,14,60,66,78,68
14140,14,61,66,82,70
14150,14,61,65,87,67
14160,14,60,65,85,62
14170,14,61,65,90,63
14180,14,62,64,86,65
14190,14,62,62,82,63
14200,14,65,61,77,67
14210,13,66,61,75,69
14220,13,65,62,78,69
14230,13,64,63,79,70
14240,14,62,62,83,71
14250,14,62,61,87,73
14260,14,59,61,86,70
14270,14,60,62,79,71
14280,14,58,63,80,74
14290,14,58,64,80,72
14300,14,60,63,82,67
14310,14,62,67,89,71
14320,13,62,66,88,68
14330,13,64,67,81,65
14340,13,64,69,81,69
14350,13,65,64,87,66
14360,13,66,64,91,67
14370,14,66,63,94,67
14380,14,64,62,100,67
14390,14,63,62,100,63
14400,14,62,62,94,63
14410,14,62,64,89,64
14420,14,61,64,90,66
14430,14,62,65,88,66
14440,14,62,66,86,59
14450,15,61,66,89,66
14460,15,58,69,84,66
14470,15,57,69,85,71
14480,17,57,69,84,64
14490,17,57,69,78,61
14500,17,56,71,79,61
14510,18,58,72,81,66
14520,18,58,72,87,67
14530,18,55,73,83,65
14540,18,55,73,87,68
14550,19,57,72,82,70
14560,19,57,72,83,72
14570,17,56,71,87,66
14580,17,54,69,93,61
14590,17,53,69,96,67
14600,17,52,71,94,67
14610,17,54,71,90,68
14620,17,55,71,86,68
14630,17,55,72,88,72
14640,17,55,73,88,67
14650,17,56,73,89,70
14660,17,55,73,80,68
14670,19,55,73,80,67
14680,19,54,73,78,67
14690,20,51,74,79,69
14700,20,50,71,77,68
14710,20,47,69,74,69
14720,20,47,66,71,71
14730,20,47,66,77,70
14740,21,47,63,80,72
14750,22,46,61,77,75
14760,22,46,61,85,71
14770,22,46,58,83,70
14780,22,44,59,81,70
14790,23,46,55,80,75
14800,23,47,52,82,77
14810,25,46,50,90,78
14820,25,47,48,96,84
14830,25,45,49,98,85
14840,25,47,50,104,82
14850,25,47,51,101,84
14860,25,44,51,107,83
14870,26,43,51,105,88
14880,26,41,49,108,90
14890,26,42,49,107,86
14900,26,42,49,106,82
14910,26,43,44,101,86
14920,28,40,44,99,91
14930,28,39,43,102,90
14940,28,36,43,98,89
14950,31,36,43,105,90
14960,31,35,43,109,91
14970,31,34,41,110,87
14980,31,35,39,110,89
14990,31,34,36,114,91
15000,31,34,36,120,93
15010,32,36,36,121,96
15020,35,36,33,120,91
15030,35,33,27,123,92
15040,35,30,25,122,97
15050,35,25,25,123,99
15060,35,24,24,127,99
15070,36,23,23,130,98
15080,35,22,23,127,100
15090,34,22,25,128,101
15100,34,21,25,127,103
15110,34,19,21,123,105
15120,35,15,21,129,109
15130,35,15,21,129,109
15140,36,15,21,133,107
15150,35,15,20,139,106
15160,36,13,19,145,107
15170,36,14,18,143,113
15180,35,14,18,141,113
15190,34,13,18,141,114
15200,33,14,18,145,117
15210,33,13,17,146,118
15220,35,11,17,146,115
15230,35,11,15,148,117
15240,35,10,14,148,120
15250,35,8,13,149,122
15260,35,9,13,149,125
15270,36,9,13,150,127
15280,36,10,12,154,123
15290,35,10,12,159,125
15300,36,9,12,156,124
15310,36,10,11,158,122
15320,35,8,11,154,121
15330,35,7,11,155,122
15340,35,6,11,152,120
15350,35,6,8,157,119
15360,35,6,7,159,119
15370,35,6,6,160,123
15380,34,6,6,162,124
15390,34,6,7,159,124
15400,35,6,7,162,124
15410,33,6,7,165,123
15420,33,6,7,167,123
15430,32,5,7,167,128
15440,32,4,7,171,128
15450,32,4,7,172,129
15460,31,4,6,171,130
15470,32,4,6,171,131
15480,30,4,6,172,132
15490,29,5,7,175,133
15500,27,5,7,179,134
15510,27,6,8,180,133
15520,26,6,9,180,132
15530,26,6,9,180,132
15540,24,7,9,180,133
15550,23,7,8,181,132
15560,22,7,8,179,134
15570,20,6,7,177,133
15580,19,6,7,175,131
15590,19,6,7,176,132
15600,18,6,7,175,129
15610,17,6,6,174,129
15620,16,5,6,173,128
15630,16,5,6,174,128
15640,16,5,6,176,130
15650,14,6,6,174,129
15660,13,7,6,174,128
15670,13,7,6,175,127
15680,13,8,6,174,125
15690,13,8,7,174,122
15700,11,8,7,173,122
15710,11,9,7,173,119
15720,10,10,7,171,117
15730,9,10,7,169,116
15740,8,9,7,168,116
15750,8,9,6,171,120
15760,7,9,6,172,117
15770,7,9,5,170,118
15780,7,9,4,171,118
15790,7,9,5,169,119
15800,7,9,5,169,121
15810,6,9,5,170,122
15820,6,9,5,169,124
15830,6,9,5,171,127
15840,6,10,5,169,127
15850,6,10,5,170,127
15860,6,11,5,169,130
15870,6,11,5,165,135
15880,6,11,5,163,138
15890,6,12,5,161,138
15900,6,12,4,162,140
15910,5,12,4,163,142
15920,5,14,4,160,141
15930,5,15,3,159,141
15940,5,15,4,154,142
15950,5,15,4,154,140
15960,5,16,4,152,140
15970,5,16,5,157,138
15980,5,17,5,155,138
15990,5,18,5,152,138
16000,5,20,5,149,138
16010,5,21,5,146,135
16020,5,21,5,147,135
16030,5,21,5,143,134
16040,5,22,5,141,132
16050,5,22,5,137,131
16060,5,23,5,135,130
16070,4,24,5,131,128
16080,4,25,5,130,127
16090,3,27,5,129,126
16100,3,26,5,127,126
16110,3,27,5,125,126
16120,3,28,6,126,125
16130,3,28,6,122,124
16140,3,28,6,116,122
16150,3,32,6,111,122
16160,3,32,6,108,123
16170,3,34,7,103,120
16180,3,34,7,104,117
16190,3,36,7,98,119
16200,3,36,8,96,118
16210,3,35,8,95,117
16220,4,34,9,95,116
16230,4,35,9,99,117
16240,4,36,9,95,117
16250,4,37,10,95,119
16260,4,37,11,94,117
16270,4,39,13,92,113
16280,4,42,12,88,110
16290,4,43,12,83,105
16300,4,43,13,76,102
16310,4,46,13,78,99
16320,4,49,13,81,98
16330,4,51,13,84,100
16340,4,52,14,83,94
16350,4,54,14,83,86
16360,4,56,14,77,87
16370,4,56,16,80,88
16380,4,58,16,77,84
16390,4,59,16,72,83
16400,4,61,16,74,80
16410,4,63,16,70,74
16420,4,62,16,74,77
16430,4,62,16,68,76
16440,4,64,16,70,79
16450,4,64,17,69,81
16460,4,65,18,73,79
16470,4,66,20,75,78
16480,4,67,20,73,76
16490,4,67,21,70,77
16500,4,69,22,67,82
16510,4,70,21,63,80
16520,4,72,23,61,79
16530,4,73,23,63,78
16540,6,74,23,62,74
16550,6,77,24,62,73
16560,6,78,25,57,69
16570,6,79,24,58,65
16580,6,83,25,49,64
16590,6,84,24,50,65
16600,6,88,24,48,63
16610,6,89,24,56,62
16620,6,92,24,55,64
16630,6,93,25,55,62
16640,6,94,26,55,62
16650,6,93,26,52,63
16660,6,94,25,55,64
16670,6,94,26,50,66
16680,7,95,26,50,63
16690,7,97,26,53,63
16700,7,97,26,55,62
16710,7,100,25,61,68
16720,7,101,24,65,69
16730,7,100,26,61,67
16740,7,100,26,60,71
16750,7,103,27,59,72
16760,7,105,27,62,73
16770,7,107,28,59,76
16780,9,105,28,63,80
16790,9,105,28,63,82
16800,9,105,28,63,77
16810,9,105,28,63,78
16820,9,107,29,61,79
16830,9,106,28,60,81
16840,10,106,28,64,75
16850,10,109,29,62,74
16860,10,111,29,59,76
16870,10,113,30,55,79
16880,10,115,30,54,80
16890,10,115,30,51,77
16900,10,113,29,55,75
16910,10,112,29,57,73
16920,10,113,29,62,71
16930,10,114,29,63,68
16940,11,114,32,68,72
16950,11,112,32,71,72
16960,11,108,32,67,71
16970,11,108,34,65,68
16980,11,109,32,64,66
16990,12,109,34,60,67
17000,12,109,34,54,65
17010,12,108,34,55,61
17020,12,107,35,53,58
17030,12,104,35,54,56
17040,12,106,35,55,58
17050,13,107,34,59,57
17060,13,109,34,64,59
17070,13,108,36,63,56
17080,13,106,36,57,57
17090,13,105,34,62,60
17100,14,105,34,63,63
17110,15,105,35,65,61
17120,15,104,36,58,64
17130,15,105,36,59,64
17140,15,105,37,61,63
17150,15,104,37,61,58
17160,16,107,38,62,60
17170,16,104,38,59,63
17180,16,98,40,61,65
17190,17,95,41,62,61
17200,17,95,40,60,57
17210,17,98,40,64,57
17220,17,99,39,68,59
17230,17,99,39,68,54
17240,17,99,39,60,52
17250,17,98,40,57,53
17260,17,97,41,58,58
17270,17,97,40,55,59
17280,17,94,42,54,56
17290,17,92,42,50,57
17300,18,94,45,58,61
17310,18,96,46,59,62
17320,18,92,46,61,62
17330,19,92,47,65,61
17340,19,89,49,69,66
17350,20,92,50,77,69
17360,20,91,51,76,69
17370,19,90,51,76,66
17380,19,89,52,79,66
17390,19,91,52,81,67
17400,19,91,56,83,68
17410,18,90,56,77,68
17420,18,90,57,75,60
17430,18,93,56,76,59
17440,19,93,56,74,55
17450,18,92,56,72,53
17460,19,90,54,76,51
17470,20,87,53,78,48
17480,19,84,51,77,48
17490,21,84,51,72,47
17500,22,83,51,73,50
17510,22,81,52,78,49
17520,22,79,51,76,57
17530,22,78,51,78,59
17540,22,80,48,83,61
17550,23,81,48,84,62
17560,23,81,47,86,65
17570,23,80,49,91,70
17580,23,79,48,94,68
17590,23,77,43,93,75
17600,23,78,44,94,79
17610,24,76,41,91,83
17620,24,76,42,99,87
17630,24,74,42,102,85
17640,24,71,42,96,89
17650,25,70,42,95,87
17660,25,68,41,90,93
17670,25,68,40,97,94
17680,25,63,39,102,93
17690,26,62,38,104,95
17700,26,61,37,101,95
17710,26,64,36,98,95
17720,26,62,36,90,90
17730,26,59,36,85,90
17740,27,56,36,86,86
17750,27,57,36,86,82
17760,26,56,36,80,82
17770,26,54,35,81,81
17780,26,56,33,84,81
17790,26,55,33,86,79
17800,26,55,33,86,82
17810,25,51,31,87,81
17820,25,47,31,91,79
17830,25,46,31,88,77
17840,25,45,31,92,75
17850,26,44,32,89,72
17860,27,44,32,83,75
17870,27,43,32,81,78
17880,27,42,32,89,76
17890,27,40,32,92,75
17900,27,41,32,97,79
17910,27,39,32,102,78
17920,28,37,32,102,79
17930,28,34,31,104,80
17940,28,32,31,110,78
17950,27,30,30,115,75
17960,27,31,30,116,77
17970,30,30,29,114,79
17980,30,30,30,117,81
17990,30,28,33,118,85
18000,30,27,32,119,88
18010,31,27,30,122,83
18020,32,26,30,126,84
18030,32,26,32,125,87
18040,32,27,32,128,90
18050,32,27,32,129,89
18060,32,26,29,128,92
18070,32,27,28,128,93
18080,32,28,25,132,93
18090,33,28,25,133,98
18100,33,28,23,134,100
18110,34,27,22,135,96
18120,34,28,22,136,95
18130,34,27,22,137,97
18140,34,27,22,140,96
18150,34,27,22,142,99
18160,34,27,22,135,103
18170,34,26,22,135,103
18180,34,24,23,134,104
18190,34,22,23,138,107
18200,34,20,23,135,107
18210,33,19,23,136,106
18220,33,17,21,138,101
18230,33,17,20,138,104
18240,32,15,20,138,106
18250,32,16,20,140,107
18260,31,16,19,140,110
18270,31,16,17,142,108
18280,31,16,14,140,109
18290,30,16,15,138,108
18300,32,15,15,138,107
18310,33,14,15,141,106
18320,34,15,15,140,106
18330,34,14,17,141,105
18340,34,14,20,144,102
18350,34,13,20,148,105
18360,34,13,20,151,104
18370,34,13,20,153,107
18380,35,13,20,153,107
18390,34,12,20,156,107
18400,33,12,19,155,108
18410,32,13,20,158,108
18420,32,12,20,159,111
18430,32,12,20,159,109
18440,31,11,20,157,111
18450,30,11,20,157,111
18460,29,11,20,162,111
18470,28,11,20,161,113
18480,27,11,20,164,111
18490,26,10,19,163,114
18500,26,10,19,165,113
18510,26,11,21,163,113
18520,25,10,21,163,117
18530,24,9,20,164,116
18540,23,9,20,165,114
18550,22,7,20,164,114
18560,22,8,21,164,111
18570,19,7,21,164,107
18580,19,7,22,166,106
18590,17,5,24,166,101
18600,17,5,22,170,99
18610,17,5,22,171,98
18620,17,5,24,176,95
18630,17,5,25,176,99
18640,17,5,27,178,97
18650,16,5,27,178,97
18660,15,5,25,179,96
18670,15,4,24,179,92
18680,15,4,25,179,90
18690,15,4,25,179,91
18700,15,4,25,179,89
18710,15,4,25,179,90
18720,15,4,25,180,93
18730,14,5,26,180,89
18740,14,5,25,180,95
18750,13,5,24,178,95
18760,13,5,23,177,98
18770,13,5,25,174,95
18780,13,5,24,171,94
18790,13,6,25,169,91
18800,13,6,24,172,90
18810,13,6,25,170,91
18820,13,6,26,170,92
18830,12,7,25,171,87
18840,12,7,25,166,88
18850,12,7,25,161,90
18860,11,7,25,159,90
18870,11,7,25,159,89
18880,11,7,26,156,97
18890,12,7,28,154,95
18900,12,7,28,150,93
18910,12,7,28,144,91
18920,10,7,28,144,93
18930,10,7,28,142,88
18940,11,7,27,142,91
18950,11,6,28,138,91
18960,11,6,30,140,90
18970,11,6,31,141,91
18980,11,7,30,137,97
18990,10,7,29,139,95
19000,10,7,31,139,96
19010,10,7,32,138,98
19020,10,7,33,141,93
19030,10,7,33,143,89
19040,10,7,33,147,89
19050,10,7,32,151,89
19060,10,7,33,154,87
19070,10,7,33,155,90
19080,10,8,35,155,88
19090,10,9,36,155,87
19100,10,10,36,156,87
19110,10,11,36,156,90
19120,9,12,35,157,88
19130,9,12,35,154,84
19140,10,12,34,154,82
19150,10,12,33,153,77
19160,9,12,36,155,72
19170,10,12,36,154,78
19180,10,13,38,151,75
19190,10,14,38,150,76
19200,10,14,40,146,75
19210,10,15,40,145,79
19220,10,16,39,140,76
19230,10,16,42,144,78
19240,9,15,43,139,81
19250,9,15,44,133,79
19260,9,15,46,130,78
19270,9,15,46,128,74
19280,9,15,46,126,78
19290,9,15,45,123,79
19300,9,16,46,122,81
19310,8,16,50,121,82
19320,8,17,50,115,80
19330,8,18,51,118,79
19340,8,21,53,112,77
19350,8,22,54,113,75
19360,8,21,54,114,67
19370,7,21,56,110,69
19380,7,21,57,106,64
19390,7,22,57,109,57
19400,7,22,57,110,56
19410,7,23,59,101,56
19420,7,23,61,102,61
19430,7,25,63,104,57
19440,6,26,62,103,53
19450,6,26,62,102,48
19460,6,25,65,104,48
19470,6,26,65,100,48
19480,6,27,68,96,50
19490,6,28,68,96,49
19500,6,28,69,96,52
19510,7,28,70,93,57
19520,7,29,69,102,55
19530,7,29,70,106,60
19540,7,29,71,103,58
19550,7,30,74,102,59
19560,7,30,74,99,57
19570,7,32,75,96,57
19580,7,32,78,93,56
19590,7,32,79,93,59
19600,7,32,78,95,61
19610,7,32,78,83,51
19620,7,34,77,90,52
19630,7,35,78,95,55
19640,7,36,77,97,54
19650,7,36,76,93,52
19660,7,36,76,90,47
19670,7,36,76,79,48
19680,7,38,78,75,51
19690,7,39,79,79,50
19700,7,39,81,76,52
19710,7,40,83,77,53
19720,7,41,83,73,53
19730,7,42,81,66,50
19740,7,42,83,65,49
19750,7,42,86,64,51
19760,7,43,87,70,61
19770,7,43,87,68,60
19780,7,44,88,61,56
19790,8,45,88,64,60
19800,8,45,88,63,61
19810,9,44,88,69,57
19820,9,44,88,69,54
19830,9,45,87,73,48
19840,9,45,84,72,51
19850,9,46,84,76,44
19860,9,48,85,74,41
19870,9,48,85,75,40
19880,9,48,87,79,39
19890,10,48,89,80,39
19900,10,47,90,82,44
19910,10,47,90,85,49
19920,11,46,93,86,44
19930,11,48,93,87,45
19940,12,48,95,84,39
19950,12,48,96,90,40
19960,12,47,96,83,48
19970,12,48,97,84,44
19980,12,50,96,87,51
19990,12,50,95,82,56
20000,12,51,95,84,59
20010,12,49,95,82,57
20020,12,49,97,80,50
20030,12,49,98,82,51
20040,12,50,97,77,50
20050,12,50,98,72,45
20060,12,51,98,68,47
20070,12,52,98,65,49
20080,11,51,99,60,48
20090,11,51,99,71,50
20100,11,52,99,75,50
20110,12,51,97,75,52
20120,12,50,98,71,56
20130,12,50,99,67,53
20140,13,51,99,71,46
20150,13,51,100,71,52
20160,13,51,100,66,53
20170,13,51,102,62,54
20180,13,52,105,55,52
20190,13,54,105,57,59
20200,13,55,105,58,62
20210,12,56,105,57,58
20220,14,56,104,58,58
20230,15,55,105,68,57
20240,15,55,105,74,53
20250,16,54,104,75,54
20260,17,51,103,71,50
20270,17,51,102,67,49
20280,17,50,99,61,48
20290,17,50,98,61,51
20300,17,53,96,58,48
20310,17,54,98,61,47
20320,17,54,96,59,49
20330,17,53,96,57,49
20340,17,53,97,65,49
20350,17,52,96,64,47
20360,17,53,96,66,48
20370,18,52,96,67,49
20380,18,50,96,67,46
20390,19,51,94,65,47
20400,21,53,96,67,48
20410,20,54,93,63,52
20420,21,54,93,62,54
20430,21,54,93,65,53
20440,22,55,92,71,57
20450,22,55,91,70,61
20460,22,55,87,71,59
20470,22,55,86,71,64
20480,23,55,86,78,66
20490,23,56,85,76,67
20500,23,57,85,84,68
20510,23,57,88,84,73
20520,24,56,88,83,70
20530,25,57,89,85,67
20540,26,56,87,86,69
20550,26,54,86,84,62
20560,27,49,81,86,62
20570,27,49,82,90,61
20580,28,49,79,90,64
20590,28,49,75,94,62
20600,28,49,76,95,59
20610,28,49,76,96,63
20620,28,48,76,97,59
20630,28,48,78,97,59
20640,29,49,77,98,58
20650,29,48,79,104,58
20660,28,48,72,102,55
20670,27,49,71,103,54
20680,27,48,69,101,58
20690,27,48,69,107,54
20700,28,46,68,108,57
20710,28,44,65,105,58
20720,29,44,63,106,57
20730,30,43,62,109,62
20740,31,45,61,109,63
20750,33,46,61,106,65
20760,33,45,61,105,68
20770,33,46,61,106,72
20780,33,46,59,104,73
20790,34,44,57,104,69
20800,34,44,55,104,73
20810,35,45,52,102,74
20820,35,42,51,105,81
20830,35,40,47,102,81
20840,35,40,43,108,83
20850,35,39,42,111,85
20860,35,38,41,108,86
20870,35,38,37,111,82
20880,35,36,37,112,82
20890,36,36,36,119,83
20900,37,36,33,123,86
20910,38,35,28,123,86
20920,38,32,27,125,87
20930,39,32,26,125,91
20940,39,32,26,127,94
20950,40,33,25,123,94
20960,39,33,25,128,96
20970,40,30,27,130,99
20980,40,28,27,133,103
20990,40,26,26,137,109
21000,40,25,26,139,111
21010,39,25,26,144,114
21020,38,27,25,142,116
21030,38,27,25,145,116
21040,38,23,23,146,118
21050,38,22,22,147,120
21060,38,20,20,151,119
21070,38,19,18,154,117
21080,39,18,18,157,117
21090,40,16,19,158,118
21100,41,14,18,161,118
21110,41,12,18,164,117
21120,41,11,16,165,117
21130,41,12,15,167,118
21140,41,11,13,167,112
21150,39,10,13,166,113
21160,37,10,11,167,113
21170,36,9,10,167,120
21180,34,9,10,166,119
21190,34,9,11,169,120
21200,34,9,11,171,122
21210,34,9,11,173,122
21220,34,9,11,173,121
21230,34,9,11,173,120
21240,31,9,11,172,120
21250,31,9,11,174,118
21260,32,10,11,171,118
21270,32,10,11,171,117
21280,32,10,11,171,118
21290,31,10,12,175,122
21300,31,10,12,176,123
21310,31,10,12,177,122
21320,31,9,12,176,122
21330,30,9,12,177,121
21340,28,9,11,176,120
21350,27,9,11,175,119
21360,28,7,11,177,120
21370,28,7,11,177,123
21380,27,6,11,175,124
21390,25,6,11,174,124
21400,24,6,10,175,126
21410,23,5,9,175,127
21420,22,5,7,177,127
21430,22,5,7,177,126
21440,22,5,7,178,128
21450,21,4,4,179,127
21460,22,4,4,179,128
21470,21,2,5,182,129
21480,21,2,5,182,132
21490,21,2,5,184,134
21500,20,2,4,184,136
21510,20,2,4,184,137
21520,18,2,4,184,136
